seed,scenario,label,severe_flood_count,major_flood_count,flood_notice_count,severe_flood_years,major_flood_years,crop_low_year,ecosystem_low_year,ecosystem_critical_year,resident_capacity_low_t2,high_risk_houses_t2,max_flood_damage_jpy,max_flood_2050_2055,max_flood_2065_2075,max_flood_2080_2100,final_available_budget_mana,final_crop_yield,final_ecosystem_level,final_risky_houses,final_resident_capacity,rain_events
239,08_ecosystem_sacrifice,生態系犠牲型,0,0,2,,,2052,2070,,,,285186541.1,283401019.4,285186541.1,231588655.7,2.168,2632.8,69.24,10278.0,0.0,"[[2049, 159.0936760165794], [2050, 279.29639228856144], [2053, 187.80110798407782], [2054, 179.21503932154852], [2060, 153.21178645716898], [2061, 233.36627236326336], [2069, 191.64260132261552], [2073, 167.13739818646627], [2076, 182.93430024484087], [2077, 140.8561799054614], [2084, 224.4990722434786], [2086, 194.3876286419675], [2093, 249.3687918071824], [2094, 187.44865185933676], [2099, 184.2061207619248], [2100, 224.45707392892618]]"
239,09_flood_neglect,洪水軽視型,2,0,4,"2050,2069",,,,,2075,2075,392659104.0,330773404.2,392659104.0,281997083.7,2.224,2448.4,76.34,12623.4,0.0,"[[2049, 159.0936760165794], [2050, 279.29639228856144], [2053, 187.80110798407782], [2054, 179.21503932154852], [2060, 153.21178645716898], [2061, 233.36627236326336], [2069, 191.64260132261552], [2073, 167.13739818646627], [2076, 182.93430024484087], [2077, 140.8561799054614], [2084, 224.4990722434786], [2086, 194.3876286419675], [2093, 249.3687918071824], [2094, 187.44865185933676], [2099, 184.2061207619248], [2100, 224.45707392892618]]"
333,01_no_policy,放置,1,1,2,2059,2087,2066,2095,,2075,2075,419579390.8,0.0,284974971.1,329482182.5,2.926,2024.6,71.64,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,02_hard_infra,堤防偏重,0,0,1,,,2066,2071,,,,270452411.2,0.0,207502614.5,217582317.1,3.747,3483.4,68.64,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,03_nature_based,自然共生偏重,1,0,2,2059,,2064,,,2075,2075,387801498.3,0.0,258892616.0,288338595.0,3.144,2321.6,73.38,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,04_agri_rnd,農業R&D偏重,1,0,2,2059,,2087,,,2075,2075,404860713.1,0.0,257384259.8,266250976.9,3.116,2989.4,76.18,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,05_relocation_capacity,移転・防災偏重,0,1,1,,2087,2066,2095,,,,305287076.1,0.0,243974634.3,305287076.1,0.24,2665.8,71.64,3133.5,0.391,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,06_balanced,バランス型,0,0,2,,,2087,,,,,282207395.0,0.0,224516439.7,262741174.6,3.627,3291.6,72.15,9918.3,0.391,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,07_late_response,後手対応,1,0,2,2059,,2066,2086,,,2075,394098931.6,0.0,275112831.7,287510868.5,3.148,2783.0,71.04,10431.2,0.369,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,08_ecosystem_sacrifice,生態系犠牲型,0,0,1,,,2066,2071,,,,270452411.2,0.0,207502614.5,217582317.1,3.747,3483.4,68.64,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
333,09_flood_neglect,洪水軽視型,1,0,2,2059,,2087,,,2075,2075,404860713.1,0.0,257384259.8,266250976.9,3.116,2989.4,76.18,10431.2,0.0,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]"
334,01_no_policy,放置,1,1,2,2058,2086,2068,2095,,2075,2075,417502642.2,0.0,283590618.2,328198692.7,2.936,4454.1,71.64,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,02_hard_infra,堤防偏重,0,0,1,,,2068,2071,,,,269130046.4,0.0,206471383.1,216693147.4,3.753,4454.1,68.64,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,03_nature_based,自然共生偏重,1,0,2,2058,,2063,,,2075,2075,387551644.3,0.0,258599647.6,287087721.9,3.145,4409.6,73.38,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,04_agri_rnd,農業R&D偏重,1,0,2,2058,,2086,,,2075,2075,406400602.3,0.0,258162612.6,265834927.1,3.109,4894.1,76.19,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,05_relocation_capacity,移転・防災偏重,0,1,1,,2086,2068,2095,,,,303626572.0,0.0,242387621.8,303626572.0,0.247,4454.1,71.64,3183.6,0.391,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,06_balanced,バランス型,0,0,2,,,2086,,,,,281861802.7,0.0,223625428.3,262201227.7,3.631,4774.0,72.15,9966.4,0.391,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,07_late_response,後手対応,1,0,2,2058,,2068,2086,,,2075,394519396.7,0.0,273960103.2,286430070.6,3.15,4561.3,71.04,10479.2,0.369,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,08_ecosystem_sacrifice,生態系犠牲型,0,0,1,,,2068,2071,,,,269130046.4,0.0,206471383.1,216693147.4,3.753,4454.1,68.64,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
334,09_flood_neglect,洪水軽視型,1,0,2,2058,,2086,,,2075,2075,406400602.3,0.0,258162612.6,265834927.1,3.109,4894.1,76.19,10479.2,0.0,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]"
335,01_no_policy,放置,1,1,2,2057,2085,2067,2095,,2075,2075,415408291.2,0.0,282196097.2,326905245.8,2.947,4554.0,71.64,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,02_hard_infra,堤防偏重,0,1,0,,2057,2067,2071,,2075,2075,317000209.5,0.0,205432962.4,215797699.2,3.609,4554.0,68.64,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,03_nature_based,自然共生偏重,1,0,2,2057,,2062,,,2075,2075,387304925.4,0.0,258308643.1,285831640.6,3.147,4508.4,73.39,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,04_agri_rnd,農業R&D偏重,1,0,2,2057,,2085,,,2075,2075,407964767.3,0.0,258955235.3,265427070.1,3.102,4994.0,76.19,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,05_relocation_capacity,移転・防災偏重,0,1,1,,2085,2067,2095,,,,302019048.5,0.0,240907488.7,302019048.5,0.254,4554.0,71.64,3164.6,0.391,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,06_balanced,バランス型,0,0,2,,,2085,,,,,281585758.1,0.0,222749882.9,261667719.2,3.634,4873.0,72.15,9943.9,0.391,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,07_late_response,後手対応,1,0,2,2057,,2067,2086,,,2075,395097778.2,0.0,272831490.7,285346621.5,3.152,4660.8,71.04,10456.7,0.369,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,08_ecosystem_sacrifice,生態系犠牲型,0,1,0,,2057,2067,2071,,2075,2075,317000209.5,0.0,205432962.4,215797699.2,3.609,4554.0,68.64,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
335,09_flood_neglect,洪水軽視型,1,0,2,2057,,2085,,,2075,2075,407964767.3,0.0,258955235.3,265427070.1,3.102,4994.0,76.19,10456.7,0.0,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]"
350,01_no_policy,放置,1,2,5,2099,"2070,2098",2067,2095,,2075,2075,516028880.6,260044331.7,306285073.3,516028880.6,3.354,4596.7,71.64,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,02_hard_infra,堤防偏重,0,0,0,,,2067,2070,,,,225151100.8,212671946.9,201599816.8,225151100.8,3.913,4596.7,68.64,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,03_nature_based,自然共生偏重,1,0,2,2099,,2052,,,,,442938578.7,248201235.5,275990179.9,442938578.7,3.514,4550.7,73.57,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,04_agri_rnd,農業R&D偏重,1,0,3,2099,,,,,,,402325247.3,260044331.7,270330484.7,402325247.3,3.478,5000.0,76.37,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,05_relocation_capacity,移転・防災偏重,1,1,1,2099,2098,2067,2095,,,,383714318.1,217196437.6,274848277.5,383714318.1,0.34,4596.7,71.64,2345.1,0.391,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,06_balanced,バランス型,0,1,0,,2099,2070,,,,,324026043.1,208555738.3,248938744.2,324026043.1,3.875,4915.4,72.33,9404.7,0.391,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,07_late_response,後手対応,1,0,3,2099,,2067,2086,,,,381954842.7,260044331.7,268416734.9,381954842.7,3.489,4716.7,70.44,9917.5,0.08,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2067,2070,,,,225151100.8,212671946.9,201599816.8,225151100.8,3.913,4596.7,68.64,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
350,09_flood_neglect,洪水軽視型,1,0,3,2099,,,,,,,402325247.3,260044331.7,270330484.7,402325247.3,3.478,5000.0,76.37,9917.5,0.0,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]"
351,01_no_policy,放置,1,2,5,2098,"2069,2097",2066,2095,,2075,2075,514481423.3,220171043.2,304827731.4,514481423.3,3.718,4662.8,71.64,9975.7,0.0,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]"
351,02_hard_infra,堤防偏重,0,0,0,,,2066,2071,,,,226658030.7,171480093.1,226658030.7,224482507.2,4.127,4662.8,68.64,9975.7,0.0,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]"
351,03_nature_based,自然共生偏重,1,0,2,2098,,2051,,,,,444091564.8,207998305.7,275651680.5,444091564.8,3.847,4616.2,73.45,9975.7,0.0,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]"
351,04_agri_rnd,農業R&D偏重,1,0,3,2098,,2069,,,,,404836207.6,220171043.2,271090263.0,404836207.6,3.83,5000.0,76.24,9975.7,0.0,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]"
351,05_relocation_capacity,移転・防災偏重,1,0,2,2098,,2066,2095,,,,380733479.5,154023550.8,273238469.1,380733479.5,0.541,4662.8,71.64,2372.7,0.391,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]"
